Tipo_Antecessor,Qtd Chaves,Altura,Altura Esperada
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,343,9,11
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,10,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,950,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,820,11,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,10,13
AVL,820,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,772,11,13
AVL,772,10,13
AVL,772,11,13
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,9,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,9,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,476,10,12
AVL,690,11,13
AVL,690,11,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,11,13
AVL,690,10,13
AVL,690,11,13
AVL,690,10,13
AVL,690,10,13
AVL,690,11,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,11,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,690,10,13
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,10,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,9,12
AVL,421,10,12
AVL,421,10,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,9,12
AVL,421,10,12
AVL,421,10,12
AVL,421,10,12
AVL,421,9,12
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,11,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,692,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,836,10,13
AVL,836,11,13
AVL,836,10,13
AVL,836,11,13
AVL,836,11,13
AVL,836,11,13
AVL,836,10,13
AVL,836,10,13
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,8,10
AVL,220,9,10
AVL,220,8,10
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,10,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,417,9,12
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,10,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,10,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,10,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,10,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,370,9,11
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,9,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,545,10,12
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,623,10,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,10,13
AVL,821,11,13
AVL,821,11,13
AVL,821,10,13
AVL,821,10,13
AVL,821,10,13
AVL,821,10,13
AVL,821,11,13
AVL,821,10,13
AVL,821,10,13
AVL,821,10,13
AVL,821,11,13
